user_id,product_id,event_type,rating,timestamp
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,B08BF4BKKM,purchase,4.0,1601079378337
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,B0841WQNNZ,purchase,5.0,1604545336317
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,B08G5YVHQP,purchase,4.0,1605147612884
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,B08GS19PM7,purchase,5.0,1607730319194
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,B08LPC1G23,purchase,4.0,1608386910997
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,B08NTD1NM1,purchase,4.0,1612042902251
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,B08CVTNQP1,purchase,5.0,1612045529856
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,B08MQWJZSG,purchase,5.0,1613396607953
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,B08S3B8Y5G,purchase,5.0,1618364173630
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,B0998BD871,purchase,5.0,1632590993676
AE23ZBUF2YVBQPH2NN6F5XSA3QYQ,B09XF4WD3V,purchase,4.0,1654823410648
AE2IGWDKOWONDB3FQFX3STYGWCNQ,B08CXWTK1G,purchase,5.0,1596119249066
AE2IGWDKOWONDB3FQFX3STYGWCNQ,B08DX6B4QN,purchase,5.0,1602256352778
AE2IGWDKOWONDB3FQFX3STYGWCNQ,B08DX9P6V1,purchase,5.0,1602814045506
AE2IGWDKOWONDB3FQFX3STYGWCNQ,B08WHBSK6R,purchase,4.0,1616729599715
AE2IGWDKOWONDB3FQFX3STYGWCNQ,B08TR1MKHD,purchase,5.0,1621558651218
AE2IGWDKOWONDB3FQFX3STYGWCNQ,B08XYTTRPL,purchase,4.0,1621824820291
AE2IGWDKOWONDB3FQFX3STYGWCNQ,B09DYL2V3R,purchase,4.0,1640286016537
AE2IGWDKOWONDB3FQFX3STYGWCNQ,B083QP6MX4,purchase,5.0,1651706967233
AE2IGWDKOWONDB3FQFX3STYGWCNQ,B0B4JPGX8P,purchase,5.0,1661526979702
AE2O2C43KTYO4LXXGZWJZLE67GBQ,B07RPL6JK9,purchase,5.0,1566119222404
AE2O2C43KTYO4LXXGZWJZLE67GBQ,B083J1Y349,purchase,4.0,1587484008624
AE2O2C43KTYO4LXXGZWJZLE67GBQ,B08N6YHQXT,purchase,4.0,1618216687874
AE2O2C43KTYO4LXXGZWJZLE67GBQ,B08RMZXNH8,purchase,5.0,1618559282672
AE2O2C43KTYO4LXXGZWJZLE67GBQ,B08KHRF9NY,purchase,4.0,1619350765883
AE2O2C43KTYO4LXXGZWJZLE67GBQ,B08QYW2FJ2,purchase,4.0,1619492786111
AE2O2C43KTYO4LXXGZWJZLE67GBQ,B07Q4YCBWD,purchase,5.0,1623979274023
AE2VAC2YOW5N3DLYBQ6LKVIB6WPQ,B08V8GX3Z8,purchase,4.0,1632550735963
AE2VAC2YOW5N3DLYBQ6LKVIB6WPQ,B08V8GX3Z8,purchase,4.0,1632550735963
AE2VAC2YOW5N3DLYBQ6LKVIB6WPQ,B08V8GX3Z8,purchase,4.0,1632550735963
AE2VAC2YOW5N3DLYBQ6LKVIB6WPQ,B0919F12XD,purchase,5.0,1632551286436
AE2VAC2YOW5N3DLYBQ6LKVIB6WPQ,B0919F12XD,purchase,5.0,1632551286436
AE2VAC2YOW5N3DLYBQ6LKVIB6WPQ,B0919F12XD,purchase,5.0,1632551286436
AE2WYNQPBMS67OHFWV63NI4MSJEA,B0BVQQ58G8,purchase,5.0,1658895886841
AE2WYNQPBMS67OHFWV63NI4MSJEA,B09Y1Z581L,purchase,5.0,1659483946181
AE2WYNQPBMS67OHFWV63NI4MSJEA,B09XX4VR4Y,purchase,5.0,1660330273430
AE2WYNQPBMS67OHFWV63NI4MSJEA,B0BGN49TQL,purchase,4.0,1668372078358
AE2WYNQPBMS67OHFWV63NI4MSJEA,B0BHWJ7BBJ,purchase,5.0,1668398281334
AE2WYNQPBMS67OHFWV63NI4MSJEA,B0BLVNBZM9,purchase,5.0,1671252599300
AE2WYNQPBMS67OHFWV63NI4MSJEA,B0BPM7SBDK,purchase,4.0,1674003144707
AE2WYNQPBMS67OHFWV63NI4MSJEA,B0BPC2QG37,purchase,4.0,1674006748625
AE2WYNQPBMS67OHFWV63NI4MSJEA,B0BV31FS1W,purchase,4.0,1678427995396
AE2WYNQPBMS67OHFWV63NI4MSJEA,B0BXB4J297,purchase,4.0,1679025823749
AE2XBGTOG24R4A4CY444WQUEVCJQ,B07PGGLGD2,purchase,5.0,1560905562302
AE2XBGTOG24R4A4CY444WQUEVCJQ,B07PGGLGD2,purchase,5.0,1560905562302
AE2XBGTOG24R4A4CY444WQUEVCJQ,B07PGGLGD2,purchase,5.0,1560905562302
AE2XBGTOG24R4A4CY444WQUEVCJQ,B07PGGLGD2,purchase,5.0,1560905562302
AE35PCM2KBCWJ6GVCK4WYQGR5SHQ,B09V1WZTDP,purchase,5.0,1656906655423
AE35PCM2KBCWJ6GVCK4WYQGR5SHQ,B0B4KS62Z8,purchase,5.0,1658194696886
AE35PCM2KBCWJ6GVCK4WYQGR5SHQ,B0B6QK5ML2,purchase,5.0,1660058076640
AE35PCM2KBCWJ6GVCK4WYQGR5SHQ,B0B34JJ8SR,purchase,5.0,1663179453192
AE35PCM2KBCWJ6GVCK4WYQGR5SHQ,B0BGT17QQG,purchase,5.0,1668894033789
AE3AHOMNAUCHRF56YVRJVB5K2BVQ,B07J3H27BJ,purchase,5.0,1484435583000
AE3AHOMNAUCHRF56YVRJVB5K2BVQ,B07J3H27BJ,purchase,5.0,1484435754000
AE3AHOMNAUCHRF56YVRJVB5K2BVQ,B07J3H27BJ,purchase,5.0,1484435810000
AE3AHOMNAUCHRF56YVRJVB5K2BVQ,B07J3H27BJ,purchase,5.0,1486594133000
AE3IGJOPJP6LFXEJTIXFJVSJLILA,B07F8PCLDV,purchase,4.0,1543606158063
AE3IGJOPJP6LFXEJTIXFJVSJLILA,B071R2QPF3,purchase,5.0,1544463350711
AE3IGJOPJP6LFXEJTIXFJVSJLILA,B08FF6LQ3G,purchase,4.0,1601402567237
AE3IGJOPJP6LFXEJTIXFJVSJLILA,B086VYKNDF,purchase,4.0,1609733781545
AE3IGJOPJP6LFXEJTIXFJVSJLILA,B009GPP546,purchase,5.0,1648060563289
AE3IGJOPJP6LFXEJTIXFJVSJLILA,B09V81J6NZ,purchase,5.0,1653588357980
AE3IGJOPJP6LFXEJTIXFJVSJLILA,B0B7ZSY2P6,purchase,5.0,1665715738773
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B07K1QJH5P,purchase,4.0,1610915690492
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B01N7A5AGF,purchase,4.0,1613917893005
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08QHP717Z,purchase,5.0,1614552340163
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08SQ31H8P,purchase,5.0,1614985087156
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B0895XPZNT,purchase,5.0,1615320257848
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B0863FZFPV,purchase,4.0,1619047332854
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B086VRRD99,purchase,5.0,1623767811116
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B0919R1CYT,purchase,5.0,1625234528278
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08Q8NQMX2,purchase,4.0,1628083724757
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08Z7FQGW3,purchase,4.0,1629826110674
AE3LUVAAITFJIUTWBMRPHDQOCOFQ,B085RQKWNF,purchase,5.0,1596821286850
AE3LUVAAITFJIUTWBMRPHDQOCOFQ,B08C72C56Z,purchase,5.0,1600569315889
AE3LUVAAITFJIUTWBMRPHDQOCOFQ,B08BB3P4VQ,purchase,4.0,1601790278281
AE3LUVAAITFJIUTWBMRPHDQOCOFQ,B08HCMNLKD,purchase,4.0,1602565042951
AE3LUVAAITFJIUTWBMRPHDQOCOFQ,B08GKLTPFQ,purchase,4.0,1606705924700
AE3LUVAAITFJIUTWBMRPHDQOCOFQ,B09SH1FD9S,purchase,4.0,1654313398643
AE3LUVAAITFJIUTWBMRPHDQOCOFQ,B0BC87LQ7Q,purchase,4.0,1656907706361
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,B00U2VQZC4,purchase,4.0,1441242419000
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,B09J5TZ7HL,purchase,5.0,1539878247619
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,B07CCZH87X,purchase,5.0,1546801048210
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,B07Z4CVTRP,purchase,4.0,1583760061781
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,B0848VJ18X,purchase,5.0,1583996399021
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,B08BB3P4VQ,purchase,5.0,1603391659388
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,B08DXZ5VXB,purchase,5.0,1604253798659
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,B086N136NH,purchase,5.0,1605547938842
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,B07YNDWRCB,purchase,5.0,1607198632075
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,B01MSF13T1,purchase,4.0,1617128292905
AE3PLZHW6NXWBMZ76TDVFQG2MJFA,B08S1LWF9V,purchase,5.0,1617296075291
